time,open,high,low,close,Volume,Volume MA,ParabolicSAR,Conversion Line,Base Line,Lagging Span,Leading Span A,Leading Span B,Kumo Cloud Upper Line,Kumo Cloud Lower Line,Basis,Upper,Lower,EMA,Smoothing Line,MA,Smoothing Line,Volume,Volume MA,RSI,RSI-based MA,Upper Bollinger Band,Lower Bollinger Band,Plot,Histogram,MACD,Signal,%K,%D,MOM,Accumulation/Distribution,ATR,Bollinger Bands Width
2011-09-04T00:00:00Z,8.89,8.89,8.89,8.89,0.20022497,NaN,10.56122364928,8.475,NaN,4.61,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9.912400000000002,NaN,9.954444444444444,NaN,0.20022497,NaN,NaN,NaN,NaN,NaN,50,NaN,NaN,NaN,NaN,NaN,-2.01,233.2540408469244,NaN,NaN
2011-09-06T00:00:00Z,8,8,8,8,21,NaN,10.1363257573376,8.475,NaN,3.99,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9.52992,NaN,9.543333333333333,NaN,21,NaN,NaN,NaN,NaN,NaN,50,NaN,NaN,NaN,NaN,NaN,-3.6899999999999995,233.2540408469244,NaN,NaN
2011-09-07T00:00:00Z,8.5,8.5,8.5,8.5,3,NaN,9.745419696750591,8.475,NaN,3.89,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9.323936,9.8848512,9.187777777777777,9.888222222222222,3,NaN,NaN,NaN,NaN,NaN,50,NaN,NaN,NaN,NaN,NaN,-3.1999999999999993,233.2540408469244,NaN,NaN
2011-09-08T00:00:00Z,7.98,7.98,7.4,7.4,6.86,NaN,9.385786121010543,8.375,NaN,4.51,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8.9391488,9.57468096,8.71,9.532222222222222,6.86,NaN,NaN,NaN,NaN,NaN,50,NaN,NaN,NaN,32.575757575757585,NaN,-4.299999999999999,226.39404084692438,0.7928571428571428,NaN
2011-09-13T00:00:00Z,5.8,6,5.65,5.97,58.37138238,NaN,9.054923231329699,7.625,NaN,4.1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8.34531904,9.210144768000001,8.206666666666667,9.120444444444445,58.37138238,NaN,23.523093447905467,NaN,NaN,NaN,50,NaN,NaN,NaN,10.909090909090905,NaN,-5.7299999999999995,274.75890053321,0.8612244897959184,NaN
2011-09-14T00:00:00Z,5.58,5.72,5.52,5.53,61.14598362,NaN,8.750529372823323,7.07,NaN,3.93,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.782255232,8.7841158144,7.71,8.671555555555555,61.14598362,NaN,22.383835207170378,NaN,NaN,NaN,50,NaN,NaN,NaN,4.341085271317834,15.941977918722108,-4.97,219.7275152752104,0.8318513119533529,NaN
2011-09-15T00:00:00Z,5.12,5.24,5,5.13,80.1407952,NaN,8.470487022997457,6.945,NaN,3.97,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.2518041856,8.32849265152,7.391111111111111,8.241111111111111,80.1407952,NaN,21.37054166883196,NaN,NaN,NaN,50,NaN,NaN,NaN,1.9402985074626853,5.730158229290474,-4.87,226.40591487521027,0.8102905039566848,NaN
2011-09-16T00:00:00Z,4.82,4.87,4.8,4.85,39.9140068,NaN,8.12343832069771,6.845000000000001,NaN,4.05,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.77144334848,7.8179941212160005,7.016666666666667,7.806888888888888,39.9140068,NaN,20.66532002613107,NaN,NaN,NaN,50,NaN,NaN,NaN,0.7246376811594177,2.335340486646645,-3.1500000000000004,243.51191778949556,0.7759840393883503,NaN
2011-09-17T00:00:00Z,4.87,4.87,4.87,4.87,0.3,NaN,7.724625722213985,6.845000000000001,NaN,3.92,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.391154678784,7.3083952969728,6.571111111111111,7.37911111111111,0.3,NaN,20.866196367806225,NaN,NaN,NaN,50,NaN,NaN,NaN,1.0447761194029892,1.2365707693416976,-3.3500000000000005,243.51191778949556,0.7219851794320397,NaN
2011-09-18T00:00:00Z,4.87,4.92,4.81,4.92,119.8128,32.102888689000004,7.373670635548307,6.65,NaN,2.24,NaN,NaN,NaN,NaN,8.3675,13.277375252997778,3.457624747002221,6.0969237430272,6.858716237578241,6.129999999999999,6.963777777777776,119.8128,32.102888689000004,21.401995405010936,NaN,NaN,NaN,50,NaN,NaN,NaN,2.3076923076923097,1.3590353694182393,-3.960000000000001,363.32471778949554,0.678271952329751,1.1735584709884144
2011-09-19T00:00:00Z,4.9,4.9,4.9,4.9,20,33.078393276,7.0648301592825105,6.65,NaN,2.27,NaN,NaN,NaN,NaN,8.067499999999999,13.054370260995372,3.0806297390046264,5.85753899442176,6.473772990062592,5.785555555555555,6.578888888888886,20,33.078393276,21.339754773993207,NaN,NaN,NaN,50,NaN,NaN,NaN,2.4449877750611373,1.9324854007188124,-3.99,363.32471778949554,0.6312525271633402,1.2362863987593116
2011-09-20T00:00:00Z,4.92,5.66,4.92,5.66,89.28071068,37.446099903000004,6.793050540168609,6.390000000000001,NaN,2.92,NaN,NaN,NaN,NaN,7.766,12.565997499999352,2.9660025000006485,5.818031195537408,6.187018392050073,5.469999999999999,6.194666666666665,89.28071068,37.446099903000004,29.70558112149284,NaN,NaN,NaN,50,NaN,NaN,NaN,21.026894865525676,8.593191649426375,-2.34,452.60542846949556,0.6404487752231016,1.2361569662630316
2011-09-21T00:00:00Z,5.7,5.79,5.66,5.66,17.62932238,38.32329251750001,6.553884475348376,5.4,NaN,2.72,NaN,NaN,NaN,NaN,7.464,11.988039787623444,2.9399602123765565,5.786424956429927,5.9900147136400586,5.2766666666666655,5.846666666666664,17.62932238,38.32329251750001,29.70558112149284,NaN,NaN,NaN,50,NaN,NaN,NaN,21.026894865525676,14.83292583537083,-2.84,434.97610608949554,0.6039881484214514,1.2122293107243953
2011-09-22T00:00:00Z,5.68,5.72,5.68,5.72,43.77842238,40.50794013200001,6.343418338306571,5.295,NaN,2.69,NaN,NaN,NaN,NaN,7.165000000000001,11.30370752771925,3.026292472280751,5.773139965143941,5.866411770912047,5.248888888888889,5.58222222222222,43.77842238,40.50794013200001,30.383492318911863,NaN,NaN,NaN,50,NaN,NaN,NaN,22.493887530562343,21.5158924205379,-1.6800000000000006,478.75452846949554,0.5651318521056334,1.1552568116452895
2011-09-23T00:00:00Z,5.7,5.72,5.7,5.72,20.68003681,41.54051034800001,6.158208137709782,5.295,NaN,4.2,NaN,NaN,NaN,NaN,6.866,10.482027654761511,3.249972345238488,5.762511972115153,5.799529416729637,5.27,5.41022222222222,20.68003681,41.54051034800001,30.383492318911863,NaN,NaN,NaN,50,NaN,NaN,NaN,24.864864864864863,22.79521575365096,-0.25,499.43456527949553,0.5261938626695167,1.0533142017947894
2011-09-24T00:00:00Z,5.7,5.76,5.68,5.68,90.58706633,45.952037577500015,5.995223161184608,5.295,8.325,3.95,NaN,NaN,NaN,NaN,6.625,9.862817165931395,3.3871828340686054,5.7460095776921225,5.77722353338371,5.33111111111111,5.319333333333331,90.58706633,45.952037577500015,30.158617154258977,NaN,NaN,NaN,50,NaN,-1.712751762473344,NaN,23.78378378378378,23.714178726403663,0.14999999999999947,408.8474989494955,0.494322872478837,0.9774542387717418
2011-09-25T00:00:00Z,6.05,6.05,6.05,6.05,12.22,46.50803757750002,4.8,5.43,8.325,3.5,NaN,NaN,NaN,NaN,6.427499999999999,9.276260256673075,3.5787397433269237,5.806807662153698,5.774978826706968,5.464444444444442,5.31822222222222,12.22,46.50803757750002,34.954283107138565,NaN,NaN,NaN,50,NaN,-1.5823788198355428,NaN,39.30817610062892,29.31894158309252,0.9199999999999999,408.8474989494955,0.4854426673017772,0.8864287068605446
2011-09-26T00:00:00Z,6.06,6.06,4.8,4.8,39.57846334,48.43696074450001,6.06,5.43,8.25,3.3,NaN,NaN,NaN,NaN,6.2675,9.104441134391056,3.430558865608945,5.605446129722958,5.738783061365574,5.456666666666666,5.35422222222222,39.57846334,48.43696074450001,27.967429820851507,26.057800989993407,NaN,NaN,50,NaN,-1.5619170691097946,NaN,0,21.030653294804235,-0.04999999999999982,369.2690356094955,0.540768191065936,0.9052863611937951
